cell_key,architecture,target_epsilon,achieved_epsilon,seed,auprc,auroc,false_negative_rate,f1,precision,recall,wall_clock_s,dataset_sha256,history
DPLSTM_eps_inf_seed_42,DPLSTM,inf,inf,42,0.5089,0.8242,0.4091,0.4333,0.3421,0.5909,8.11,2fea8fe1c9e9378684676c3ea46619d1c77403e8a7a4ead2754323d69c0f2242,"[{'round': 1, 'mean_train_loss': 0.9037, 'test_auprc': 0.5533, 'test_auroc': 0.8615, 'test_fnr': 0.1364, 'test_f1': 0.5547, 'achieved_epsilon': None}, {'round': 2, 'mean_train_loss': 0.6474, 'test_auprc': 0.7274, 'test_auroc': 0.9023, 'test_fnr': 0.1364, 'test_f1': 0.8261, 'achieved_epsilon': None}, {'round': 3, 'mean_train_loss': 0.5426, 'test_auprc': 0.7366, 'test_auroc': 0.9213, 'test_fnr': 0.1364, 'test_f1': 0.7917, 'achieved_epsilon': None}, {'round': 4, 'mean_train_loss': 0.4481, 'test_auprc': 0.7413, 'test_auroc': 0.9267, 'test_fnr': 0.1364, 'test_f1': 0.7451, 'achieved_epsilon': None}, {'round': 5, 'mean_train_loss': 0.4287, 'test_auprc': 0.6997, 'test_auroc': 0.9183, 'test_fnr': 0.0682, 'test_f1': 0.6406, 'achieved_epsilon': None}, {'round': 6, 'mean_train_loss': 0.374, 'test_auprc': 0.6158, 'test_auroc': 0.8924, 'test_fnr': 0.0682, 'test_f1': 0.5899, 'achieved_epsilon': None}, {'round': 7, 'mean_train_loss': 0.3748, 'test_auprc': 0.614, 'test_auroc': 0.8877, 'test_fnr': 0.0682, 'test_f1': 0.5616, 'achieved_epsilon': None}, {'round': 8, 'mean_train_loss': 0.3585, 'test_auprc': 0.6065, 'test_auroc': 0.8818, 'test_fnr': 0.0682, 'test_f1': 0.5694, 'achieved_epsilon': None}, {'round': 9, 'mean_train_loss': 0.337, 'test_auprc': 0.5764, 'test_auroc': 0.8718, 'test_fnr': 0.1591, 'test_f1': 0.5362, 'achieved_epsilon': None}, {'round': 10, 'mean_train_loss': 0.3004, 'test_auprc': 0.6113, 'test_auroc': 0.8809, 'test_fnr': 0.1364, 'test_f1': 0.5352, 'achieved_epsilon': None}, {'round': 11, 'mean_train_loss': 0.314, 'test_auprc': 0.632, 'test_auroc': 0.8899, 'test_fnr': 0.0682, 'test_f1': 0.5942, 'achieved_epsilon': None}, {'round': 12, 'mean_train_loss': 0.3343, 'test_auprc': 0.6926, 'test_auroc': 0.912, 'test_fnr': 0.0682, 'test_f1': 0.656, 'achieved_epsilon': None}, {'round': 13, 'mean_train_loss': 0.2913, 'test_auprc': 0.6016, 'test_auroc': 0.871, 'test_fnr': 0.2045, 'test_f1': 0.5263, 'achieved_epsilon': None}, {'round': 14, 'mean_train_loss': 0.2934, 'test_auprc': 0.5345, 'test_auroc': 0.8476, 'test_fnr': 0.3409, 'test_f1': 0.4462, 'achieved_epsilon': None}, {'round': 15, 'mean_train_loss': 0.2657, 'test_auprc': 0.5402, 'test_auroc': 0.8616, 'test_fnr': 0.2727, 'test_f1': 0.5203, 'achieved_epsilon': None}, {'round': 16, 'mean_train_loss': 0.2457, 'test_auprc': 0.6063, 'test_auroc': 0.873, 'test_fnr': 0.2273, 'test_f1': 0.5037, 'achieved_epsilon': None}, {'round': 17, 'mean_train_loss': 0.2258, 'test_auprc': 0.6382, 'test_auroc': 0.8844, 'test_fnr': 0.2273, 'test_f1': 0.544, 'achieved_epsilon': None}, {'round': 18, 'mean_train_loss': 0.2072, 'test_auprc': 0.5822, 'test_auroc': 0.8533, 'test_fnr': 0.3182, 'test_f1': 0.4878, 'achieved_epsilon': None}, {'round': 19, 'mean_train_loss': 0.1913, 'test_auprc': 0.5608, 'test_auroc': 0.8394, 'test_fnr': 0.3636, 'test_f1': 0.4516, 'achieved_epsilon': None}, {'round': 20, 'mean_train_loss': 0.2223, 'test_auprc': 0.5089, 'test_auroc': 0.8242, 'test_fnr': 0.4091, 'test_f1': 0.4333, 'achieved_epsilon': None}]"
DPLSTM_eps_8.0_seed_42,DPLSTM,8.0,6.9821,42,0.6454,0.8848,0.3409,0.6304,0.6042,0.6591,43.64,2fea8fe1c9e9378684676c3ea46619d1c77403e8a7a4ead2754323d69c0f2242,"[{'round': 1, 'mean_train_loss': 0.9876, 'test_auprc': 0.2096, 'test_auroc': 0.6254, 'test_fnr': 0.4318, 'test_f1': 0.3145, 'achieved_epsilon': np.float64(1.4002)}, {'round': 2, 'mean_train_loss': 0.9675, 'test_auprc': 0.559, 'test_auroc': 0.852, 'test_fnr': 0.2045, 'test_f1': 0.6731, 'achieved_epsilon': np.float64(1.9637)}, {'round': 3, 'mean_train_loss': 0.9311, 'test_auprc': 0.6854, 'test_auroc': 0.8713, 'test_fnr': 0.2045, 'test_f1': 0.7778, 'achieved_epsilon': np.float64(2.4308)}, {'round': 4, 'mean_train_loss': 0.9515, 'test_auprc': 0.7218, 'test_auroc': 0.8874, 'test_fnr': 0.1364, 'test_f1': 0.76, 'achieved_epsilon': np.float64(2.8351)}, {'round': 5, 'mean_train_loss': 1.0832, 'test_auprc': 0.7185, 'test_auroc': 0.8936, 'test_fnr': 0.3409, 'test_f1': 0.7073, 'achieved_epsilon': np.float64(3.199)}, {'round': 6, 'mean_train_loss': 1.2373, 'test_auprc': 0.6997, 'test_auroc': 0.8909, 'test_fnr': 0.9773, 'test_f1': 0.0444, 'achieved_epsilon': np.float64(3.5341)}, {'round': 7, 'mean_train_loss': 1.2486, 'test_auprc': 0.6778, 'test_auroc': 0.8875, 'test_fnr': 1.0, 'test_f1': 0.0, 'achieved_epsilon': np.float64(3.8472)}, {'round': 8, 'mean_train_loss': 1.297, 'test_auprc': 0.6867, 'test_auroc': 0.8888, 'test_fnr': 0.8636, 'test_f1': 0.2353, 'achieved_epsilon': np.float64(4.143)}, {'round': 9, 'mean_train_loss': 1.2731, 'test_auprc': 0.6925, 'test_auroc': 0.892, 'test_fnr': 0.7727, 'test_f1': 0.3448, 'achieved_epsilon': np.float64(4.4244)}, {'round': 10, 'mean_train_loss': 1.2543, 'test_auprc': 0.6865, 'test_auroc': 0.893, 'test_fnr': 0.7045, 'test_f1': 0.4194, 'achieved_epsilon': np.float64(4.6939)}, {'round': 11, 'mean_train_loss': 1.2716, 'test_auprc': 0.686, 'test_auroc': 0.8927, 'test_fnr': 0.5682, 'test_f1': 0.5507, 'achieved_epsilon': np.float64(4.9531)}, {'round': 12, 'mean_train_loss': 1.2997, 'test_auprc': 0.6849, 'test_auroc': 0.8913, 'test_fnr': 0.5, 'test_f1': 0.6111, 'achieved_epsilon': np.float64(5.2034)}, {'round': 13, 'mean_train_loss': 1.2624, 'test_auprc': 0.6823, 'test_auroc': 0.8907, 'test_fnr': 0.4773, 'test_f1': 0.6301, 'achieved_epsilon': np.float64(5.4459)}, {'round': 14, 'mean_train_loss': 1.2414, 'test_auprc': 0.6686, 'test_auroc': 0.8881, 'test_fnr': 0.4318, 'test_f1': 0.6667, 'achieved_epsilon': np.float64(5.6814)}, {'round': 15, 'mean_train_loss': 1.239, 'test_auprc': 0.6507, 'test_auroc': 0.8844, 'test_fnr': 0.3864, 'test_f1': 0.6136, 'achieved_epsilon': np.float64(5.9107)}, {'round': 16, 'mean_train_loss': 1.2713, 'test_auprc': 0.6462, 'test_auroc': 0.883, 'test_fnr': 0.3409, 'test_f1': 0.6374, 'achieved_epsilon': np.float64(6.1344)}, {'round': 17, 'mean_train_loss': 1.2154, 'test_auprc': 0.649, 'test_auroc': 0.8853, 'test_fnr': 0.3409, 'test_f1': 0.6374, 'achieved_epsilon': np.float64(6.353)}, {'round': 18, 'mean_train_loss': 1.1386, 'test_auprc': 0.657, 'test_auroc': 0.8872, 'test_fnr': 0.3409, 'test_f1': 0.6374, 'achieved_epsilon': np.float64(6.5669)}, {'round': 19, 'mean_train_loss': 1.229, 'test_auprc': 0.649, 'test_auroc': 0.8849, 'test_fnr': 0.3409, 'test_f1': 0.6374, 'achieved_epsilon': np.float64(6.7765)}, {'round': 20, 'mean_train_loss': 1.2948, 'test_auprc': 0.6454, 'test_auroc': 0.8848, 'test_fnr': 0.3409, 'test_f1': 0.6304, 'achieved_epsilon': np.float64(6.9821)}]"
DPLSTM_eps_4.0_seed_42,DPLSTM,4.0,3.4866,42,0.6587,0.8841,0.5455,0.5714,0.7692,0.4545,44.29,2fea8fe1c9e9378684676c3ea46619d1c77403e8a7a4ead2754323d69c0f2242,"[{'round': 1, 'mean_train_loss': 0.9875, 'test_auprc': 0.1283, 'test_auroc': 0.4643, 'test_fnr': 0.0227, 'test_f1': 0.2867, 'achieved_epsilon': np.float64(0.6967)}, {'round': 2, 'mean_train_loss': 0.9707, 'test_auprc': 0.2798, 'test_auroc': 0.6931, 'test_fnr': 0.5, 'test_f1': 0.3894, 'achieved_epsilon': np.float64(0.9986)}, {'round': 3, 'mean_train_loss': 0.9289, 'test_auprc': 0.5123, 'test_auroc': 0.8355, 'test_fnr': 0.2955, 'test_f1': 0.6327, 'achieved_epsilon': np.float64(1.237)}, {'round': 4, 'mean_train_loss': 0.915, 'test_auprc': 0.6493, 'test_auroc': 0.8783, 'test_fnr': 0.1591, 'test_f1': 0.7048, 'achieved_epsilon': np.float64(1.4421)}, {'round': 5, 'mean_train_loss': 0.9629, 'test_auprc': 0.7088, 'test_auroc': 0.8788, 'test_fnr': 0.1591, 'test_f1': 0.7551, 'achieved_epsilon': np.float64(1.6257)}, {'round': 6, 'mean_train_loss': 1.0417, 'test_auprc': 0.719, 'test_auroc': 0.886, 'test_fnr': 0.1364, 'test_f1': 0.76, 'achieved_epsilon': np.float64(1.794)}, {'round': 7, 'mean_train_loss': 1.0598, 'test_auprc': 0.7264, 'test_auroc': 0.8894, 'test_fnr': 0.1364, 'test_f1': 0.7379, 'achieved_epsilon': np.float64(1.9506)}, {'round': 8, 'mean_train_loss': 1.1354, 'test_auprc': 0.722, 'test_auroc': 0.8924, 'test_fnr': 0.2045, 'test_f1': 0.7865, 'achieved_epsilon': np.float64(2.0979)}, {'round': 9, 'mean_train_loss': 1.1504, 'test_auprc': 0.7284, 'test_auroc': 0.8941, 'test_fnr': 0.7727, 'test_f1': 0.3509, 'achieved_epsilon': np.float64(2.2376)}, {'round': 10, 'mean_train_loss': 1.1624, 'test_auprc': 0.7313, 'test_auroc': 0.8962, 'test_fnr': 0.9545, 'test_f1': 0.087, 'achieved_epsilon': np.float64(2.3709)}, {'round': 11, 'mean_train_loss': 1.2134, 'test_auprc': 0.7285, 'test_auroc': 0.8976, 'test_fnr': 1.0, 'test_f1': 0.0, 'achieved_epsilon': np.float64(2.4988)}, {'round': 12, 'mean_train_loss': 1.2674, 'test_auprc': 0.7166, 'test_auroc': 0.8959, 'test_fnr': 1.0, 'test_f1': 0.0, 'achieved_epsilon': np.float64(2.6218)}, {'round': 13, 'mean_train_loss': 1.2658, 'test_auprc': 0.7049, 'test_auroc': 0.8954, 'test_fnr': 0.9091, 'test_f1': 0.1667, 'achieved_epsilon': np.float64(2.7407)}, {'round': 14, 'mean_train_loss': 1.2562, 'test_auprc': 0.6873, 'test_auroc': 0.8906, 'test_fnr': 0.8409, 'test_f1': 0.2692, 'achieved_epsilon': np.float64(2.8559)}, {'round': 15, 'mean_train_loss': 1.2714, 'test_auprc': 0.6695, 'test_auroc': 0.8878, 'test_fnr': 0.7727, 'test_f1': 0.3448, 'achieved_epsilon': np.float64(2.9677)}, {'round': 16, 'mean_train_loss': 1.3046, 'test_auprc': 0.6592, 'test_auroc': 0.8847, 'test_fnr': 0.7045, 'test_f1': 0.4262, 'achieved_epsilon': np.float64(3.0765)}, {'round': 17, 'mean_train_loss': 1.2473, 'test_auprc': 0.6648, 'test_auroc': 0.8865, 'test_fnr': 0.6136, 'test_f1': 0.5075, 'achieved_epsilon': np.float64(3.1826)}, {'round': 18, 'mean_train_loss': 1.1564, 'test_auprc': 0.6674, 'test_auroc': 0.887, 'test_fnr': 0.6591, 'test_f1': 0.4615, 'achieved_epsilon': np.float64(3.2862)}, {'round': 19, 'mean_train_loss': 1.2494, 'test_auprc': 0.6582, 'test_auroc': 0.8844, 'test_fnr': 0.5682, 'test_f1': 0.5507, 'achieved_epsilon': np.float64(3.3875)}, {'round': 20, 'mean_train_loss': 1.3132, 'test_auprc': 0.6587, 'test_auroc': 0.8841, 'test_fnr': 0.5455, 'test_f1': 0.5714, 'achieved_epsilon': np.float64(3.4866)}]"
DPLSTM_eps_2.0_seed_42,DPLSTM,2.0,1.7444,42,0.725,0.8982,1.0,0.0,0.0,0.0,51.32,2fea8fe1c9e9378684676c3ea46619d1c77403e8a7a4ead2754323d69c0f2242,"[{'round': 1, 'mean_train_loss': 0.9874, 'test_auprc': 0.1105, 'test_auroc': 0.3802, 'test_fnr': 0.0227, 'test_f1': 0.282, 'achieved_epsilon': np.float64(0.3533)}, {'round': 2, 'mean_train_loss': 0.9762, 'test_auprc': 0.1379, 'test_auroc': 0.4791, 'test_fnr': 0.0455, 'test_f1': 0.2937, 'achieved_epsilon': np.float64(0.5068)}, {'round': 3, 'mean_train_loss': 0.9375, 'test_auprc': 0.2247, 'test_auroc': 0.5927, 'test_fnr': 0.0, 'test_f1': 0.2953, 'achieved_epsilon': np.float64(0.6275)}, {'round': 4, 'mean_train_loss': 0.9187, 'test_auprc': 0.3384, 'test_auroc': 0.7233, 'test_fnr': 0.5227, 'test_f1': 0.433, 'achieved_epsilon': np.float64(0.731)}, {'round': 5, 'mean_train_loss': 0.9385, 'test_auprc': 0.4501, 'test_auroc': 0.8114, 'test_fnr': 0.2955, 'test_f1': 0.5299, 'achieved_epsilon': np.float64(0.8234)}, {'round': 6, 'mean_train_loss': 0.9674, 'test_auprc': 0.5748, 'test_auroc': 0.8685, 'test_fnr': 0.1818, 'test_f1': 0.6729, 'achieved_epsilon': np.float64(0.9078)}, {'round': 7, 'mean_train_loss': 0.952, 'test_auprc': 0.6472, 'test_auroc': 0.8768, 'test_fnr': 0.1591, 'test_f1': 0.7551, 'achieved_epsilon': np.float64(0.9861)}, {'round': 8, 'mean_train_loss': 0.9826, 'test_auprc': 0.6621, 'test_auroc': 0.8758, 'test_fnr': 0.1364, 'test_f1': 0.76, 'achieved_epsilon': np.float64(1.0597)}, {'round': 9, 'mean_train_loss': 0.9808, 'test_auprc': 0.7099, 'test_auroc': 0.8802, 'test_fnr': 0.1364, 'test_f1': 0.8, 'achieved_epsilon': np.float64(1.1292)}, {'round': 10, 'mean_train_loss': 0.9824, 'test_auprc': 0.7477, 'test_auroc': 0.886, 'test_fnr': 0.1364, 'test_f1': 0.8172, 'achieved_epsilon': np.float64(1.1954)}, {'round': 11, 'mean_train_loss': 1.0249, 'test_auprc': 0.7365, 'test_auroc': 0.8851, 'test_fnr': 0.1364, 'test_f1': 0.8172, 'achieved_epsilon': np.float64(1.2588)}, {'round': 12, 'mean_train_loss': 1.0781, 'test_auprc': 0.7327, 'test_auroc': 0.8884, 'test_fnr': 0.1364, 'test_f1': 0.8085, 'achieved_epsilon': np.float64(1.3197)}, {'round': 13, 'mean_train_loss': 1.0983, 'test_auprc': 0.7379, 'test_auroc': 0.8946, 'test_fnr': 0.1364, 'test_f1': 0.8085, 'achieved_epsilon': np.float64(1.3784)}, {'round': 14, 'mean_train_loss': 1.1112, 'test_auprc': 0.7271, 'test_auroc': 0.8914, 'test_fnr': 0.2727, 'test_f1': 0.7356, 'achieved_epsilon': np.float64(1.4351)}, {'round': 15, 'mean_train_loss': 1.1482, 'test_auprc': 0.7258, 'test_auroc': 0.8914, 'test_fnr': 0.5682, 'test_f1': 0.5507, 'achieved_epsilon': np.float64(1.4902)}, {'round': 16, 'mean_train_loss': 1.1968, 'test_auprc': 0.7243, 'test_auroc': 0.8921, 'test_fnr': 0.7727, 'test_f1': 0.3509, 'achieved_epsilon': np.float64(1.5436)}, {'round': 17, 'mean_train_loss': 1.1669, 'test_auprc': 0.7316, 'test_auroc': 0.8955, 'test_fnr': 0.8182, 'test_f1': 0.2963, 'achieved_epsilon': np.float64(1.5957)}, {'round': 18, 'mean_train_loss': 1.0955, 'test_auprc': 0.7264, 'test_auroc': 0.8951, 'test_fnr': 1.0, 'test_f1': 0.0, 'achieved_epsilon': np.float64(1.6464)}, {'round': 19, 'mean_train_loss': 1.19, 'test_auprc': 0.7217, 'test_auroc': 0.8956, 'test_fnr': 1.0, 'test_f1': 0.0, 'achieved_epsilon': np.float64(1.696)}, {'round': 20, 'mean_train_loss': 1.2611, 'test_auprc': 0.725, 'test_auroc': 0.8982, 'test_fnr': 1.0, 'test_f1': 0.0, 'achieved_epsilon': np.float64(1.7444)}]"
DPLSTM_eps_1.0_seed_42,DPLSTM,1.0,0.8738,42,0.7185,0.8852,0.1364,0.8085,0.76,0.8636,53.28,2fea8fe1c9e9378684676c3ea46619d1c77403e8a7a4ead2754323d69c0f2242,"[{'round': 1, 'mean_train_loss': 0.9874, 'test_auprc': 0.1047, 'test_auroc': 0.3428, 'test_fnr': 0.0227, 'test_f1': 0.2756, 'achieved_epsilon': np.float64(0.1805)}, {'round': 2, 'mean_train_loss': 0.9809, 'test_auprc': 0.1105, 'test_auroc': 0.383, 'test_fnr': 0.0227, 'test_f1': 0.2838, 'achieved_epsilon': np.float64(0.2578)}, {'round': 3, 'mean_train_loss': 0.9468, 'test_auprc': 0.1247, 'test_auroc': 0.4356, 'test_fnr': 0.0227, 'test_f1': 0.281, 'achieved_epsilon': np.float64(0.3185)}, {'round': 4, 'mean_train_loss': 0.9299, 'test_auprc': 0.164, 'test_auroc': 0.5073, 'test_fnr': 0.0455, 'test_f1': 0.2838, 'achieved_epsilon': np.float64(0.3704)}, {'round': 5, 'mean_train_loss': 0.9434, 'test_auprc': 0.1836, 'test_auroc': 0.5438, 'test_fnr': 0.0227, 'test_f1': 0.2886, 'achieved_epsilon': np.float64(0.4166)}, {'round': 6, 'mean_train_loss': 0.9598, 'test_auprc': 0.2302, 'test_auroc': 0.6032, 'test_fnr': 0.0, 'test_f1': 0.2933, 'achieved_epsilon': np.float64(0.4588)}, {'round': 7, 'mean_train_loss': 0.9383, 'test_auprc': 0.331, 'test_auroc': 0.7156, 'test_fnr': 0.2273, 'test_f1': 0.3656, 'achieved_epsilon': np.float64(0.498)}, {'round': 8, 'mean_train_loss': 0.9491, 'test_auprc': 0.4218, 'test_auroc': 0.7949, 'test_fnr': 0.2727, 'test_f1': 0.5203, 'achieved_epsilon': np.float64(0.5346)}, {'round': 9, 'mean_train_loss': 0.9337, 'test_auprc': 0.4906, 'test_auroc': 0.8316, 'test_fnr': 0.25, 'test_f1': 0.5789, 'achieved_epsilon': np.float64(0.5692)}, {'round': 10, 'mean_train_loss': 0.9201, 'test_auprc': 0.5814, 'test_auroc': 0.8594, 'test_fnr': 0.25, 'test_f1': 0.6346, 'achieved_epsilon': np.float64(0.6022)}, {'round': 11, 'mean_train_loss': 0.9361, 'test_auprc': 0.5881, 'test_auroc': 0.8613, 'test_fnr': 0.25, 'test_f1': 0.6346, 'achieved_epsilon': np.float64(0.6337)}, {'round': 12, 'mean_train_loss': 0.9601, 'test_auprc': 0.6312, 'test_auroc': 0.8763, 'test_fnr': 0.1818, 'test_f1': 0.605, 'achieved_epsilon': np.float64(0.6639)}, {'round': 13, 'mean_train_loss': 0.963, 'test_auprc': 0.6799, 'test_auroc': 0.8854, 'test_fnr': 0.1364, 'test_f1': 0.6552, 'achieved_epsilon': np.float64(0.693)}, {'round': 14, 'mean_train_loss': 0.9655, 'test_auprc': 0.6924, 'test_auroc': 0.8884, 'test_fnr': 0.1364, 'test_f1': 0.7308, 'achieved_epsilon': np.float64(0.7211)}, {'round': 15, 'mean_train_loss': 0.9887, 'test_auprc': 0.7284, 'test_auroc': 0.8854, 'test_fnr': 0.1364, 'test_f1': 0.7835, 'achieved_epsilon': np.float64(0.7483)}, {'round': 16, 'mean_train_loss': 1.0182, 'test_auprc': 0.7182, 'test_auroc': 0.8796, 'test_fnr': 0.1364, 'test_f1': 0.7835, 'achieved_epsilon': np.float64(0.7748)}, {'round': 17, 'mean_train_loss': 0.9989, 'test_auprc': 0.7289, 'test_auroc': 0.8815, 'test_fnr': 0.1364, 'test_f1': 0.8, 'achieved_epsilon': np.float64(0.8005)}, {'round': 18, 'mean_train_loss': 0.9453, 'test_auprc': 0.7167, 'test_auroc': 0.8817, 'test_fnr': 0.1364, 'test_f1': 0.8, 'achieved_epsilon': np.float64(0.8255)}, {'round': 19, 'mean_train_loss': 1.017, 'test_auprc': 0.7076, 'test_auroc': 0.881, 'test_fnr': 0.1364, 'test_f1': 0.8085, 'achieved_epsilon': np.float64(0.8499)}, {'round': 20, 'mean_train_loss': 1.077, 'test_auprc': 0.7185, 'test_auroc': 0.8852, 'test_fnr': 0.1364, 'test_f1': 0.8085, 'achieved_epsilon': np.float64(0.8738)}]"
DPLSTM_eps_0.5_seed_42,DPLSTM,0.5,0.4328,42,0.62,0.8781,0.1364,0.6129,0.475,0.8636,51.98,2fea8fe1c9e9378684676c3ea46619d1c77403e8a7a4ead2754323d69c0f2242,"[{'round': 1, 'mean_train_loss': 0.9873, 'test_auprc': 0.1019, 'test_auroc': 0.3208, 'test_fnr': 0.0455, 'test_f1': 0.2701, 'achieved_epsilon': np.float64(0.0929)}, {'round': 2, 'mean_train_loss': 0.9847, 'test_auprc': 0.1043, 'test_auroc': 0.337, 'test_fnr': 0.0227, 'test_f1': 0.2783, 'achieved_epsilon': np.float64(0.131)}, {'round': 3, 'mean_train_loss': 0.9545, 'test_auprc': 0.1062, 'test_auroc': 0.3541, 'test_fnr': 0.0455, 'test_f1': 0.2727, 'achieved_epsilon': np.float64(0.1608)}, {'round': 4, 'mean_train_loss': 0.9399, 'test_auprc': 0.1157, 'test_auroc': 0.402, 'test_fnr': 0.0227, 'test_f1': 0.2748, 'achieved_epsilon': np.float64(0.1863)}, {'round': 5, 'mean_train_loss': 0.9524, 'test_auprc': 0.1195, 'test_auroc': 0.4181, 'test_fnr': 0.0227, 'test_f1': 0.2774, 'achieved_epsilon': np.float64(0.2091)}, {'round': 6, 'mean_train_loss': 0.9651, 'test_auprc': 0.1276, 'test_auroc': 0.4354, 'test_fnr': 0.0227, 'test_f1': 0.2783, 'achieved_epsilon': np.float64(0.2298)}, {'round': 7, 'mean_train_loss': 0.9452, 'test_auprc': 0.1587, 'test_auroc': 0.4933, 'test_fnr': 0.0227, 'test_f1': 0.2801, 'achieved_epsilon': np.float64(0.249)}, {'round': 8, 'mean_train_loss': 0.9511, 'test_auprc': 0.1966, 'test_auroc': 0.5533, 'test_fnr': 0.7727, 'test_f1': 0.2899, 'achieved_epsilon': np.float64(0.267)}, {'round': 9, 'mean_train_loss': 0.9342, 'test_auprc': 0.226, 'test_auroc': 0.6045, 'test_fnr': 0.75, 'test_f1': 0.3188, 'achieved_epsilon': np.float64(0.284)}, {'round': 10, 'mean_train_loss': 0.9181, 'test_auprc': 0.2704, 'test_auroc': 0.6753, 'test_fnr': 0.4545, 'test_f1': 0.378, 'achieved_epsilon': np.float64(0.3001)}, {'round': 11, 'mean_train_loss': 0.9263, 'test_auprc': 0.251, 'test_auroc': 0.6562, 'test_fnr': 0.4773, 'test_f1': 0.3485, 'achieved_epsilon': np.float64(0.3155)}, {'round': 12, 'mean_train_loss': 0.9399, 'test_auprc': 0.2719, 'test_auroc': 0.6898, 'test_fnr': 0.4545, 'test_f1': 0.384, 'achieved_epsilon': np.float64(0.3303)}, {'round': 13, 'mean_train_loss': 0.9354, 'test_auprc': 0.3454, 'test_auroc': 0.7341, 'test_fnr': 0.3864, 'test_f1': 0.4252, 'achieved_epsilon': np.float64(0.3446)}, {'round': 14, 'mean_train_loss': 0.9319, 'test_auprc': 0.3854, 'test_auroc': 0.7795, 'test_fnr': 0.1818, 'test_f1': 0.4932, 'achieved_epsilon': np.float64(0.3583)}, {'round': 15, 'mean_train_loss': 0.9442, 'test_auprc': 0.5347, 'test_auroc': 0.8408, 'test_fnr': 0.25, 'test_f1': 0.6286, 'achieved_epsilon': np.float64(0.3716)}, {'round': 16, 'mean_train_loss': 0.958, 'test_auprc': 0.4939, 'test_auroc': 0.8376, 'test_fnr': 0.25, 'test_f1': 0.6, 'achieved_epsilon': np.float64(0.3845)}, {'round': 17, 'mean_train_loss': 0.9378, 'test_auprc': 0.6291, 'test_auroc': 0.8678, 'test_fnr': 0.0909, 'test_f1': 0.5594, 'achieved_epsilon': np.float64(0.3971)}, {'round': 18, 'mean_train_loss': 0.8901, 'test_auprc': 0.6026, 'test_auroc': 0.8647, 'test_fnr': 0.0909, 'test_f1': 0.5479, 'achieved_epsilon': np.float64(0.4093)}, {'round': 19, 'mean_train_loss': 0.9365, 'test_auprc': 0.5761, 'test_auroc': 0.8668, 'test_fnr': 0.0909, 'test_f1': 0.5479, 'achieved_epsilon': np.float64(0.4212)}, {'round': 20, 'mean_train_loss': 0.9767, 'test_auprc': 0.62, 'test_auroc': 0.8781, 'test_fnr': 0.1364, 'test_f1': 0.6129, 'achieved_epsilon': np.float64(0.4328)}]"
